ID,feature1,feature2,labels
5583,6.21,5.14,3
5584,0.78,-0.79,0
5585,4.69,16.03,4
5586,4.76,6.51,3
5587,2.5,5.38,1
5588,4.64,14.62,4
5589,4.93,15.64,4
5590,8.18,8.5,3
5591,4.38,15.86,4
5592,4.41,15.8,4
5593,9.9,4.89,2
5594,1.82,3.88,1
5595,9.85,4.07,2
5596,0,0,0
5597,5.91,3.76,3
5598,10.31,2.33,2
5599,9.97,4.54,2
5600,4.95,14.52,4
5601,0,0,0
5602,2.02,5.67,1
5603,5.58,15.36,4
5604,10.06,3.94,2
5605,0,0,0
5606,4.86,14.35,4
5607,4.85,14.52,4
5608,0.06,-0.35,0
5609,2.28,6.86,1
5610,5.17,14.47,4
5611,10.09,1.7,2
5612,4.56,15.49,4
5613,2.46,7.1,1
5614,9.46,2.85,2
5615,5.51,14.63,4
5616,2.06,2.25,1
5617,2.19,5.53,1
5618,1.13,0.81,0
5619,0.19,0.19,0
5620,4.11,6.35,3
5621,1.59,0.98,0
5622,1.87,6.87,1
5623,9.84,3.7,2
5624,2.49,6.7,1
5625,9.18,6.28,3
5626,4.02,14.94,4
5627,1.11,5.58,1
5628,4.98,14.57,4
5629,8.02,9.77,3
5630,1.64,6.95,1
5631,9.54,8.61,3
5632,3.84,14.02,4
5633,10.02,-0.06,2
5634,1.78,5.67,1
5635,10.31,0.55,2
5636,4.56,4.95,3
5637,9.59,4.87,2
5638,5.24,14.92,4
5639,3.23,5.21,1
5640,5.65,15.17,4
5641,0.82,5.12,1
5642,10.14,4.2,2
5643,1.81,5.43,1
5644,8.91,8.34,3
5645,9.76,0.99,2
5646,9.73,2.01,2
5647,0,0,0
5648,10.04,4.61,2
5649,0,0,0
5650,1.89,-0.2,0
5651,6.63,14.99,4
5652,3.27,-0.14,0
5653,10.2,4.58,2
5654,8.96,7.54,3
5655,-0.32,-0.65,0
5656,1.97,3.6,1
5657,2.82,14.65,4
5658,10,2.09,2
5659,1.65,-0.22,0
5660,10.05,2.96,2
5661,3.05,15.61,4
5662,10.05,3.72,2
5663,2.2,4.48,1
5664,7.54,6.11,3
5665,0.37,0.25,0
5666,0,0,0
5667,10.07,1.8,2
5668,10.18,1.62,2
5669,7.8,7.5,3
5670,4.76,14.65,4
5671,6.26,13.88,4
5672,4.3,14.69,4
5673,4.39,9.21,3
5674,0.74,0.62,0
5675,1.74,4.79,1
5676,0.65,0.21,0
5677,8.02,5.57,3
5678,4.77,15.45,4
5679,1.53,0.41,0
5680,0.1,0.06,0
5681,0,0,0
5682,2.41,3.78,1
5683,1.6,5.73,1
5684,1.5,0.33,0
5685,2.57,-0.7,0
5686,0,0,0
5687,10.51,3.23,2
5688,2.68,4.95,1
5689,4,14.83,4
5690,4.55,15.4,4
5691,5.31,8.62,3
5692,4.98,15.49,4
5693,0,0,0
5694,0,0,0
5695,10.35,1.96,2
5696,9.68,4.55,2
5697,0,0,0
5698,0,0,0
5699,0,0,0
5700,4.03,4.17,3
5701,3.89,15.37,4
5702,4.07,0.42,0
5703,9.81,5.43,2
5704,1.92,0.14,0
5705,1.73,4.25,1
5706,10.49,2.02,2
5707,9.8,4.17,2
5708,10.2,4.32,2
5709,0,0,0
5710,0,0,0
5711,9.6,3.64,2
5712,4.41,15.38,4
5713,1.37,-0.44,0
5714,2.29,4.36,1
5715,9.75,3.16,2
5716,5.01,14.94,4
5717,0.94,4.83,1
5718,10.38,2.89,2
5719,9.92,2.53,2
5720,-1.32,0.06,0
5721,1.84,-0.18,0
5722,2.03,-0.49,0
5723,-0.06,-0.19,0
5724,5.7,14.58,4
5725,9.46,4.57,2
5726,1.15,-0.08,0
5727,10.59,5.04,2
5728,1.92,5.44,1
5729,0,0,0
5730,10.28,3.21,2
5731,4.35,14.87,4
5732,3.86,7.9,3
5733,1.65,4.29,1
5734,0,0,0
5735,2.46,-1.04,0
5736,10.1,2.8,2
5737,9.76,3.76,2
5738,10.28,6.1,2
5739,10.28,3.47,2
5740,4.49,15.34,4
5741,2.12,5.9,1
5742,1.15,5.34,1
5743,9.8,3.33,2
5744,6.91,6.58,3
5745,2.48,0.47,0
5746,5.15,14.77,4
5747,10.05,2.12,2
5748,5.17,7.99,3
5749,5.22,14.76,4
5750,9.96,4.55,2
5751,0,0,0
5752,6.28,14.71,4
5753,10.3,1.35,2
5754,0.76,0.63,0
5755,0.65,-0.25,0
5756,6.2,14.42,4
5757,4.6,10.07,3
5758,2.89,7.7,1
5759,4.6,15.82,4
5760,1.54,3.77,1
5761,4.39,4.14,3
5762,9.55,5.23,2
5763,4.88,15.03,4
5764,10,1.91,2
5765,4.45,15.08,4
5766,9.67,2.53,2
5767,5.37,14.65,4
5768,10.33,5.21,2
5769,10.02,6.12,2
5770,7.24,15.36,4
5771,5.8,4.81,3
5772,6.72,9.18,3
5773,0.54,-1.08,0
5774,4.58,5.83,3
5775,9.17,2.41,2
5776,7.37,6.08,3
5777,5.26,15.21,4
5778,0,0,0
5779,4.52,3.88,3
5780,1.7,6.44,1
5781,9.92,4.97,3
5782,2.02,5.88,1
5783,9.51,1.12,2
5784,4.19,15.28,4
5785,2.48,-0.24,0
5786,2.65,7.82,3
5787,9.62,2.05,2
5788,10.06,3.92,2
5789,2.3,-0.02,0
5790,6.62,14.35,4
5791,1.15,2.41,0
5792,1.55,5.33,1
5793,10.24,2.88,2
5794,2.81,4.97,1
5795,9.84,2.62,2
5796,1.97,-1.29,0
5797,0,0,0
5798,4.01,15.69,4
5799,6.76,5.23,3
5800,10.23,2.37,2
5801,9.83,1.14,2
5802,6.24,7.93,3
5803,2.05,5.32,1
5804,1.93,5.2,1
5805,1.36,0.37,0
5806,0.09,1.39,0
5807,0,0,0
5808,6.49,15.35,4
5809,0.57,-0.25,0
5810,0.85,-0.52,0
5811,9.89,2.84,2
5812,0,0,0
5813,10.45,5.41,2
5814,5.34,14.61,4
5815,2.13,4.56,1
5816,10,1.93,2
5817,1.69,-0.34,0
5818,10.02,2.13,2
5819,6.74,7.55,3
5820,1.66,-0.44,0
5821,9.44,2.93,2
5822,5.02,15.38,4
5823,10.3,3.7,2
5824,9.88,3.44,2
5825,2.89,3.36,1
5826,2.38,-1.28,0
5827,1.18,-0.13,0
5828,9.09,6.99,3
5829,4.54,14.96,4
5830,10.03,5.29,2
5831,9.79,4.22,2
5832,0.06,1.33,0
5833,2.2,6.27,1
5834,7.42,9.33,3
5835,-0.47,-0.23,0
5836,10.97,8.07,3
5837,0,0,0
5838,7.42,10.93,3
5839,1.19,7.68,1
5840,9.97,0.96,2
5841,3.5,14.8,4
5842,0,0,0
5843,10.53,3.48,2
5844,4.46,14.71,4
5845,0,0,0
5846,0,0,0
5847,-2.45,0.37,0
5848,9.89,4.72,2
5849,9.72,8.19,2
5850,10.23,3.87,2
5851,5.77,14.81,4
5852,0.59,0.49,0
5853,4.78,14.55,4
5854,9.92,4.03,2
5855,6.67,15.97,4
5856,4.42,15.28,4
5857,2.54,4.87,1
5858,5.83,15.61,4
5859,2.27,5.28,1
5860,8.94,8.23,3
5861,9.69,1.47,2
5862,9.54,7.88,3
5863,0.82,-0.89,0
5864,8.48,10.36,3
5865,1.39,0.18,0
5866,2.11,5.08,1
5867,1.13,3.6,1
5868,7.08,5.53,3
5869,6.48,6.37,3
5870,0.68,-0.08,0
5871,5.9,13.71,4
5872,4.57,15.35,4
5873,6.12,7.44,3
5874,0,0,0
5875,5.05,6.3,3
5876,9.09,2.74,2
5877,1.67,-0.12,0
5878,0.83,0.3,0
5879,0.84,0.22,0
5880,10.4,2.86,2
5881,10.09,3.59,2
5882,2.8,1.97,1
5883,6.61,15.35,4
5884,3.6,14.46,4
5885,10.07,0.35,2
5886,3.73,15.03,4
5887,9.79,3.33,2
5888,9.53,4.5,2
5889,4.95,7.06,3
5890,1.46,5.52,1
5891,10.84,3.96,2
5892,5.93,15.34,4
5893,9.49,2.49,2
5894,5.22,4.63,3
5895,9.61,3.95,2
5896,10.01,1.36,2
5897,9.87,5.11,2
5898,1.85,1.1,0
5899,1.46,0.2,0
5900,8.39,6.61,3
5901,8.09,3.72,3
5902,2.96,3.53,1
5903,8.95,9.48,3
5904,0,0,0
5905,1.96,6.12,1
5906,3.3,5.9,1
5907,5.62,14.44,4
5908,10.19,4.3,2
5909,2.31,0.7,0
5910,0,0,0
5911,9.93,2.37,2
5912,5.63,5.04,3
5913,9.66,2.72,2
5914,2.13,7.1,1
5915,1.48,0.63,0
5916,-1.12,-0.86,0
5917,2.03,5.62,1
5918,9.82,3.38,2
5919,0,0,0
5920,2.1,4.63,1
5921,4.14,14.89,4
5922,8.88,6,3
5923,10.27,1.14,2
5924,0,0,0
5925,5.44,14.91,4
5926,9.9,2.6,2
5927,10.17,1.08,2
5928,0,0,0
5929,0,0,0
5930,1.72,0.01,0
5931,5.85,14.33,4
5932,5.69,15.81,4
5933,1.21,-0.96,0
5934,2.18,3.52,1
5935,7.75,6.15,3
5936,4.74,7,3
5937,4.68,15.99,4
5938,9.08,9.06,3
5939,4.78,14.91,4
5940,0,0,0
5941,0.73,0.62,0
5942,-0.64,0.16,0
5943,6.5,15.35,4
5944,8.29,4.44,3
5945,0,0,0
5946,10.02,-0.22,2
5947,4.55,14.8,4
5948,10.17,4.13,2
5949,2.25,3.5,1
5950,0,0,0
5951,2.04,6.16,1
5952,1.49,3.7,1
5953,1.46,7.12,1
5954,9.43,3.01,2
5955,10.13,5.31,2
5956,7.54,15.19,4
5957,-0.81,0.94,0
5958,3.69,0.49,0
5959,0,0,0
5960,9.73,-0.04,2
5961,9.6,2.08,2
5962,1.13,-0.58,0
5963,9.75,2.84,2
5964,1.98,5.38,1
5965,1.07,0.52,0
5966,0,0,0
5967,2.11,4.88,1
5968,10.31,3.97,2
5969,7.31,14.97,4
5970,2.17,0.25,0
5971,6.72,14.42,4
5972,0,0,0
5973,6.01,14.55,4
5974,1.5,-1.07,0
5975,9.89,4.06,2
5976,0,0,0
5977,0,0,0
5978,10.29,3.15,2
5979,9.77,9.63,3
5980,4.4,15.39,4
5981,0.47,-0.23,0
5982,0.94,0.72,0
5983,1.29,6.94,1
5984,2.06,3.98,1
5985,4.06,13.99,4
5986,2.37,0.56,0
5987,9.86,3.26,2
5988,6.98,11.62,3
5989,-0.15,-0.84,0
5990,6.47,14.88,4
5991,3.02,13.67,4
5992,5.35,15.11,4
5993,3.68,15.13,4
5994,4.75,15.06,4
5995,8.66,8.11,3
5996,5.24,14.63,4
5997,2.47,4.62,1
5998,6.91,6.02,3
5999,10.03,2.44,2
6000,5.25,15.08,4
6001,4.91,15.7,4
6002,2.93,-0.19,0
6003,3.93,15.99,4
6004,8.21,6.84,3
6005,1.55,5.95,1
6006,1.62,-0.92,0
6007,3.43,14.08,4
6008,1.52,6.2,1
6009,0.12,-0.23,0
6010,10.12,2.59,2
6011,0.94,0.14,0
6012,9.6,2.73,2
6013,6.12,15.03,4
6014,-0.58,0.97,0
6015,10.02,2.3,2
6016,3.93,15.42,4
6017,0.95,-1.21,0
6018,3.6,15.29,4
6019,-1.55,0.68,0
6020,0.29,-0.71,0
6021,9.48,4.44,2
6022,6.88,14.49,4
6023,0,0,0
6024,1.96,4.83,1
6025,9.53,3.22,2
6026,9.85,4.57,2
6027,4.87,14.61,4
6028,3.52,14.06,4
6029,1.98,0.38,0
6030,4.61,15.15,4
6031,5.62,14.21,4
6032,2.51,6.55,1
6033,9.56,5.97,3
6034,1.4,1.22,0
6035,9.81,1.53,2
6036,10.38,1.53,2
6037,9.6,3.4,2
6038,2.02,6.04,1
6039,7.54,3.92,3
6040,9.84,2,2
6041,10.41,3.39,2
6042,6.45,7.08,3
6043,10.73,1.03,2
6044,3.27,0.96,0
6045,9.79,0.26,2
6046,9.47,1.63,2
6047,5.01,5.48,3
6048,9.97,1.17,2
6049,0,0,0
6050,9.92,4.21,2
6051,0.4,0.13,0
6052,0,0,0
6053,10.16,4.73,2
6054,10.19,3.78,2
6055,-0.56,-0.38,0
6056,10.78,3,2
6057,0,0,0
6058,2.45,0.75,0
6059,5.62,7.51,3
6060,9.91,3.16,2
6061,2.18,0.07,0
6062,9.56,2.26,2
6063,1.34,0.07,0
6064,7.89,8.53,3
6065,9.75,2.11,2
6066,9.99,3.97,2
6067,2.61,16.19,4
6068,9.89,-0.15,2
6069,2.97,4.39,1
6070,4.08,14.99,4
6071,9.96,2.83,2
6072,10.24,2.42,2
6073,1.99,-0.24,0
6074,2.38,5.01,1
6075,1.84,4.41,1
6076,1.63,5.14,1
6077,5.91,7.78,3
6078,9.95,3.96,2
6079,6.21,14.77,4
6080,4.46,15.19,4
6081,10.78,2.03,2
6082,0,0,0
6083,1.61,-0.73,0
6084,4.25,15.36,4
6085,10.4,4.42,2
6086,-0.3,0.65,0
6087,0,0,0
6088,0.69,-0.28,0
6089,9.56,3.22,2
6090,2,2.73,1
6091,10.09,3.2,2
6092,6.2,14.96,4
6093,5.03,14.3,4
6094,0.77,-1.23,0
6095,0,0,0
6096,10.15,1.09,2
6097,0.89,0.67,0
6098,0.41,-0.91,0
6099,9.42,3.05,2
6100,0,0,0
6101,1.1,1.24,0
6102,6.55,14.67,4
6103,5.13,14.94,4
6104,5.1,15.84,4
6105,5.06,14.47,4
6106,0,0,0
6107,6.79,7.12,3
6108,0,0,0
6109,5.92,14.52,4
6110,4.94,14.58,4
6111,2.19,7.58,1
6112,2.79,7.31,1
6113,4.69,3.03,3
6114,9.73,2.83,2
6115,5.83,14.42,4
6116,2.13,5.65,1
6117,0,0,0
6118,2.83,4.3,1
6119,2.55,3.63,1
6120,0.33,-0.12,0
6121,10,2.45,2
6122,9.81,3.41,2
6123,6.77,9.04,3
6124,-0.25,1.3,0
6125,4.68,14.99,4
6126,4.9,15.63,4
6127,10.24,1.59,2
6128,0,0,0
6129,9.64,2.18,2
6130,0,0,0
6131,10.15,3.28,2
6132,9.82,2.83,2
6133,0,0,0
6134,10.4,3.5,2
6135,10.27,3.2,2
6136,9.95,2.21,2
6137,4.54,4.26,3
6138,5.34,14.29,4
6139,10.17,2.7,2
6140,2.95,6.82,1
6141,9.98,3.95,2
6142,2.64,15.23,4
6143,0,0,0
6144,10.26,2.32,2
6145,10.24,1.61,2
6146,6.11,10.9,3
6147,10.02,2.73,2
6148,0,0,0
6149,6.15,14.85,4
6150,0,0,0
6151,1.98,0.93,0
6152,1.43,-0.47,0
6153,10,2.25,2
6154,10.19,4.18,2
6155,10.04,4.02,2
6156,1.05,-0.53,0
6157,1.36,5.07,1
6158,5.76,2.83,3
6159,10.2,1.24,2
6160,5.73,14.75,4
6161,0,0,0
6162,10.13,3.97,2
6163,-0.57,0.78,0
6164,10.46,8.27,3
6165,3.88,14.34,4
6166,4.11,14.68,4
6167,0,0,0
6168,6.43,13.44,3
6169,0.16,-0.67,0
6170,2.87,5.01,1
6171,6.52,6.13,3
6172,4.23,14.52,4
6173,4.15,15.06,4
6174,0,0,0
6175,4.54,15.63,4
6176,1.2,0.07,0
6177,0,0,0
6178,2.82,5.12,1
6179,8.58,10.96,3
6180,2.69,4.02,1
6181,4.91,8.97,3
6182,0.8,0.29,0
6183,10.29,2.08,2
6184,10.32,3.38,2
6185,6.15,15.19,4
6186,6.55,15.27,4
6187,0,0,0
6188,7.75,10.19,3
6189,1.71,6.12,1
6190,-0.78,-0.07,0
6191,10.45,7.61,3
6192,3,-0.35,0
6193,-1.39,-0.76,0
6194,9.64,2.77,2
6195,5.25,15.17,4
6196,10.11,2.47,2
6197,1.63,5.95,1
6198,4.61,15.61,4
6199,10.44,3.11,2
6200,3.22,4.23,3
6201,1.32,-0.79,0
6202,0,0,0
6203,0,0,0
6204,0,0,0
6205,2.12,5,1
6206,9.16,1.36,2
6207,1.67,3.69,1
6208,1.44,4.2,1
6209,10.17,6.94,2
6210,9.98,4.32,2
6211,4.11,14.96,4
6212,5.45,7.3,3
6213,5.5,14.98,4
6214,8.82,6.96,3
6215,3.13,4.9,1
6216,1.71,-0.39,0
6217,7.22,15.1,4
6218,0.01,0.26,0
6219,0.19,0.23,0
6220,9.56,2.31,2
6221,3.82,15.06,4
6222,6.35,5.62,3
6223,1.58,0.4,0
6224,-0.09,0.01,0
6225,0.1,-0.6,0
6226,5.6,14.71,4
6227,-1.71,-2.05,0
6228,3.11,5.17,1
6229,2.39,-0.09,0
6230,1.17,-1.18,0
6231,0.94,0.92,0
6232,10,2.66,2
6233,10.54,3.41,2
6234,0,0,0
6235,1.47,4.32,1
6236,2.06,5.02,1
6237,0.29,0.3,0
6238,4.64,15.14,4
6239,6.34,7.59,3
6240,2.12,1.21,0
6241,9.8,0.33,2
6242,5.73,14.48,4
6243,10.03,3.24,2
6244,6.05,15.39,4
6245,9.85,5.01,2
6246,1.46,3.74,1
6247,9.93,3.35,2
6248,0,0,0
6249,10.47,2.21,2
6250,10.01,3.76,2
6251,2.62,0.37,0
6252,8.14,5.45,3
6253,6.62,15.01,4
6254,2.21,-0.31,0
6255,10.39,4.3,2
6256,5.82,7.85,3
6257,2.57,5.35,1
6258,2.31,2.62,1
6259,3.3,15.34,4
6260,0,0,0
6261,10.45,3.73,2
6262,0.48,1.3,0
6263,10.79,4.68,2
6264,0.91,7.18,1
6265,2.19,-0.7,0
6266,1.68,3.16,1
6267,5.15,6.12,3
6268,-0.55,-0.93,0
6269,9.89,1.09,2
6270,10.38,4.85,2
6271,0.46,0.31,0
6272,10.86,4.94,2
6273,9.42,7.64,3
6274,8.71,8.93,3
6275,1,0.39,0
6276,3.83,14.57,4
6277,10.12,4.33,2
6278,9.91,4.76,2
6279,1.85,5.94,1
6280,10.53,3.11,2
6281,3.23,15.14,4
6282,6.6,7.56,3
6283,5.92,15.1,4
6284,-1.35,-0.14,0
6285,10.04,4.11,2
6286,9.89,2.55,2
6287,2.18,4.71,1
6288,5.26,14.44,4
6289,0,0,0
6290,10.24,4.03,2
6291,1.39,6.95,1
6292,0.95,-0.53,0
6293,10.3,3.11,2
6294,10.08,0.44,2
6295,9.77,2.62,2
6296,5.31,15.31,4
6297,0,0,0
6298,4.84,14.73,4
6299,8.89,5.92,3
6300,3.17,15.82,4
6301,-0.6,-0.34,0
6302,0.57,-0.64,0
6303,0,0,0
6304,0,0,0
6305,9.86,2.51,2
6306,2.04,5.68,1
6307,10.51,0.53,2
6308,9.79,1.61,2
6309,8.91,10.96,3
6310,9.98,1.21,2
6311,3.75,15.08,4
6312,0,0,0
6313,1.75,6.68,3
6314,2.1,4.23,1
6315,6.03,4.29,3
6316,2.17,4.9,1
6317,0,0,0
6318,1.01,-0.66,0
6319,9.81,1.02,2
6320,6.02,7.83,3
6321,6.42,14.79,4
6322,1.75,4.37,1
6323,9.92,4.53,2
6324,6.25,14.04,4
6325,10.22,3.37,2
6326,12.56,9.71,3
6327,11.11,6.67,3
6328,9.96,2.4,2
6329,-1.75,0.06,0
6330,10.17,5.04,2
6331,0,0,0
6332,4.47,15.25,4
6333,4.32,14.35,4
6334,1.46,4.64,1
6335,9.79,2.16,2
6336,0,0,0
6337,0.39,0.85,0
6338,1.91,6.17,1
6339,0.94,-0.13,0
6340,9.79,2.1,2
6341,5.59,15.05,4
6342,10.04,4.72,2
6343,4.9,6.81,3
6344,0.54,0.18,0
6345,4.49,15.05,4
6346,2.83,2.93,1
6347,5.62,14.74,4
6348,0,0,0
6349,5.25,14.8,4
6350,1.66,1.21,1
6351,1.17,0.78,0
6352,10.04,3.03,2
6353,7.8,5.16,3
6354,9.94,3.46,2
6355,10.14,2.34,2
6356,9.84,2.96,2
6357,0.11,0.94,0
6358,9.75,2.85,2
6359,2.12,-0.13,0
6360,2.12,6.33,1
6361,1.5,5.15,1
6362,0.18,0.16,0
6363,5.37,14.66,4
6364,-0.56,-0.99,0
6365,2.34,-0.67,0
6366,4.3,15.89,4
6367,1.34,1.01,0
6368,10.18,0.99,2
6369,0.64,-0.09,0
6370,2.99,2.71,3
6371,1.1,6.88,1
6372,8.03,5.7,3
6373,5.01,16.06,4
6374,9.37,3.79,2
6375,1.79,-0.26,0
6376,0,0,0
6377,-0.4,-0.1,0
6378,10.18,4.82,2
6379,9.44,4.45,2
6380,6.99,8.26,3
6381,6.14,8.03,3
6382,6.84,7.48,3
6383,1.22,4.95,1
6384,9.52,2.85,2
6385,8.96,8.22,3
6386,9.97,3.44,2
6387,0,0,0
6388,1.96,3.92,1
6389,7.82,15.26,4
6390,6.66,9.39,3
6391,2.08,-0.01,0
6392,4.77,5.1,3
6393,1.44,6.5,1
6394,9.8,2.22,2
6395,8.61,5.47,3
6396,1.78,2.45,1
6397,9.79,3.48,2
6398,7.71,5.65,3
6399,0,0,0
6400,9.71,4.06,2
6401,10.06,1.97,2
6402,4.29,15.01,4
6403,4.11,15.49,4
6404,7.73,12.18,3
6405,2.15,6.05,1
6406,9.34,2.17,2
6407,2.99,6.16,1
6408,1.72,4.13,1
6409,6.86,8.83,3
6410,3.08,4.19,1
6411,1.68,1.45,0
6412,4.17,15.33,4
6413,9.44,1.58,2
6414,9.76,3.04,2
6415,9.51,5.96,3
6416,6.72,14.98,4
6417,0.45,-0.79,0
6418,6.87,7.2,3
6419,5.06,15.76,4
6420,2.42,6.28,1
6421,5.57,15.27,4
6422,0,0,0
6423,3.5,15.16,4
6424,10.19,5.48,2
6425,5.99,15.5,4
6426,11.06,5.94,3
6427,-0.09,0,0
6428,1.09,0.11,0
6429,4.51,10.12,3
6430,10.29,2.86,2
6431,4.62,15.17,4
6432,9.11,1.08,2
6433,10.01,3.44,2
6434,7.1,12.01,3
6435,6.59,6.08,3
6436,-0.32,0.58,0
6437,0,0,0
6438,4.97,14.94,4
6439,1.65,3.21,1
6440,1.6,5.65,1
6441,5.96,7.33,3
6442,0,0,0
6443,-1.04,1.44,0
6444,5.13,13.93,4
6445,0,0,0
6446,4.04,15.85,4
6447,2.37,0.14,0
6448,2.51,0.72,0
6449,5.44,15.7,4
6450,6.07,6.24,3
6451,5.05,3.62,3
6452,1.78,1.99,1
6453,5.55,5.37,3
6454,10.15,1.43,2
6455,2.13,-0.35,0
6456,9.97,2.31,2
6457,10.16,3.24,2
6458,0.77,-0.08,0
6459,1.95,5.82,1
6460,0.89,0.17,0
6461,2.58,5.89,1
6462,0,0.37,0
6463,8.87,6.1,3
6464,5.6,14.93,4
6465,6.83,15.67,4
6466,5.73,15.65,4
6467,6.4,11.63,3
6468,10.33,1.84,2
6469,0.48,0.83,0
6470,5.84,14.74,4
6471,2.25,5.4,1
6472,6.81,15.39,4
6473,9.63,3.05,2
6474,1.38,0.07,0
6475,10.13,2.84,2
6476,4.09,5.69,3
6477,6.42,14.99,4
6478,10.09,4.13,2
6479,1.82,6.04,1
6480,10.45,4.19,2
6481,9.88,5.4,2
6482,4.2,14.88,4
6483,5.36,8.52,3
6484,10.09,4.31,2
6485,9.9,2.22,2
6486,6.47,7.37,3
6487,5.39,14.71,4
6488,1.28,-0.11,0
6489,2.99,7.71,3
6490,5.1,6.42,3
6491,2.72,7.53,1
6492,2.06,3.77,1
6493,6.21,15.39,4
6494,1.65,5.9,1
6495,7.67,4.85,3
6496,8.68,9.78,3
6497,0.61,-0.06,0
6498,2.32,4.78,1
6499,10.58,0.75,2
6500,10.34,3.85,2
6501,3.01,5.3,1
6502,4.93,15.23,4
6503,-0.71,-0.23,0
6504,2.29,-1.3,0
6505,10.11,1.48,2
6506,1.59,-0.23,0
6507,5.27,14.34,4
6508,10.36,5.33,3
6509,5.38,14.36,4
6510,5.58,15.12,4
6511,10.14,2.04,2
6512,9.81,4.16,2
6513,10.39,5.13,3
6514,2.92,3.82,1
6515,5.88,15.94,4
6516,5.8,15.07,4
6517,9.93,0.23,2
6518,10.15,2.91,2
6519,9.84,4.12,2
6520,9.48,3.62,2
6521,1.65,0.4,0
6522,1,-0.01,0
6523,2.51,5.82,1
6524,3.16,7.87,3
6525,9.69,5.9,2
6526,0,0,0
6527,-0.32,0.08,0
6528,9.38,4.22,2
6529,0,0,0
6530,9.98,4.76,2
6531,2.21,4.2,1
6532,6.05,15.74,4
6533,4.73,15.36,4
6534,6.04,5.49,3
6535,7.94,9.85,3
6536,7.68,4.2,3
6537,0,0,0
6538,10.07,3.41,2
6539,1.49,-2.05,0
6540,2.78,15.13,4
6541,2.4,-0.24,0
6542,0,0,0
6543,10.38,4.62,2
6544,10.13,3.76,2
6545,0,0,0
6546,10.26,5.34,2
6547,1.89,-0.34,0
6548,6.6,14.68,4
6549,1.83,7.82,1
6550,2.08,5.7,1
6551,9.93,3.12,2
6552,3.53,15.07,4
6553,9.97,1.68,2
6554,10.09,2.8,2
6555,-0.46,0.58,0
6556,4.94,6.44,3
6557,5.91,14.97,4
6558,3.79,14.64,4
6559,9.42,5.03,2
6560,3.9,15.58,4
6561,7.47,8.43,3
6562,6.42,4.35,3
6563,1.53,3.01,1
6564,10.69,2.47,2
6565,1.62,4.71,1
6566,9.84,3.89,2
6567,0,0,0
6568,4.89,14.15,4
6569,0.85,0.78,0
6570,4.36,15.48,4
6571,0,0,0
6572,1.9,-0.92,0
6573,1.01,-0.22,0
6574,7.76,7.39,3
6575,9.71,6.52,3
6576,5.85,15.14,4
6577,0.57,0.18,0
6578,9.4,5.25,3
6579,9.91,3.96,2
6580,0,0,0
6581,10.16,1.45,2
6582,0,0,0
6583,10.24,3.89,2
6584,4.94,9.38,3
6585,0,0,0
6586,10.15,5.51,2
6587,1.7,3.82,1
6588,4.31,9.15,3
6589,2.86,1.33,0
6590,7.01,8.32,3
6591,1.89,7.73,1
6592,0,0,0
6593,0.73,-0.1,0
6594,4.94,14.63,4
6595,1.69,5.64,1
6596,9.51,5.85,3
6597,6.87,4.85,3
6598,2.82,3.87,1
6599,2.17,3.45,1
6600,1.25,-0.4,0
6601,10.07,3.97,2
6602,1.35,3.02,1
6603,1.46,5.4,1
6604,9.14,3.46,3
6605,6.54,14.72,4
6606,8.08,2.59,3
6607,0,0,0
6608,9.82,1.5,2
6609,11.28,10.95,3
6610,0.68,4.46,1
6611,1.99,5.54,1
6612,10.07,1.14,2
6613,10.07,4.12,2
6614,5.57,14.35,4
6615,9.11,7.84,3
6616,2.72,0.15,0
6617,10.08,4.19,2
6618,0,0,0
6619,2.33,6.86,1
6620,2.36,3.74,1
6621,-0.53,0.8,0
6622,6.51,6.68,3
6623,9.52,1.96,2
6624,6.02,5.52,3
6625,1.92,5.49,1
6626,2.59,4.22,1
6627,0,0,0
6628,6.06,7.54,3
6629,1.7,-0.75,0
6630,9.53,2.25,2
6631,1.82,0.34,0
6632,9.57,3.62,2
6633,2.09,4.82,1
6634,4.18,15.35,4
6635,5.16,16.41,4
6636,2.18,0.47,0
6637,0,0,0
6638,6.08,15.41,4
6639,4.49,15.46,4
6640,9.82,1.84,2
6641,2.63,4.2,1
6642,2.18,0.8,0
6643,10.46,3.52,2
6644,7.56,6.71,3
6645,9.88,5.57,2
6646,2.56,0.68,0
6647,1.98,6.29,1
6648,7.09,4.92,3
6649,2.13,5.28,1
6650,9.83,3.48,2
6651,10.07,1.93,2
6652,6.16,14.73,4
6653,1.81,6.96,1
6654,10.1,1.64,2
6655,0,0,0
6656,2.69,14.95,4
6657,5.27,15.17,4
6658,1.3,-0.55,0
6659,3.63,13.95,4
6660,4.6,15.17,4
6661,6.11,6.87,3
6662,1.26,7.28,1
6663,0.77,0.53,0
6664,5.76,5.87,3
6665,1.11,0.98,0
6666,10.2,1.03,2
6667,1.7,3.54,1
6668,1.61,-0.37,0
6669,0,0,0
6670,0.85,3.33,1
6671,9.8,1.85,2
6672,10.09,-0.88,2
6673,4.33,14.31,4
6674,0.92,0.83,0
6675,6.46,7.38,3
6676,6.89,15.46,4
6677,9.52,9.76,3
6678,9.8,3.45,2
6679,2.67,4.69,1
6680,8.19,7.11,3
6681,10.61,2.8,2
6682,0,0,0
